"target","pos","target_id","context"
"office","n","t:a37db6c4dc5560fabcb679c2facbb2ac63cb878b","I need to forecast the money today, so please let me know what you would like to do. FYI-I will be out of the office all next week. Megan"
"office","n","t:375f18bc6f2b69baa34903157637ae39e76064cf","In 1996 the WHO found that much of the population existed in a state of ``semi starvation.'' Hall will be only the second member of Congress to travel in Iraq since the war, according to Hall's office. The last visitor was then-U.S. Rep. Bill Richardson of New Mexico, who went to help a pair of U.S. oilmen in diplomatic trouble."
"okay","a","t:5be0dc35cf02ea1198104fa42f5bc0262768a833","He turned to me. Nepthys nodded: “It’s okay, you can trust him. That’s why we came here.”"
"okay","a","t:43a8350ef9e5184e51c566941b82383318cdfa9e","I opened my mouth to ask for an explanation, but Nepthys stopped me. “Don’t name her ‘What did you say?’, okay? The next thing that comes out of your mouth is probably what she’ll respond to until we figure out how to put her back.”"
"only","r","t:25257d54af0f952a2ce3373b35a230d22f88445b","Even rank amateurs can do it if they spend a few thousand dollars for a commercially available microwave receiver with amplifier and a VCR recorder. They need only position themselves near a company's satellite dish and wait. 'You can have a dozen competitors stealing your secrets at the same time,' Mr. Matchett said, adding : 'It's a pretty good bet they won't get caught.'"
"open","a","t:3f8cb1990f5e985de1e4b09638eeeef92dc6d463","Two points of fire opened in my throat for an instant, then all went numb. Taste, hearing and touch became a single blur, and I do not know if my eyes were open. My mind began to dissipate, but then I felt the pain withdraw and a lifeless voice said, “This one’s blood isn’t worth drinking.”"
"orders","n","t:072102da2ca78cf2ace4234bc7ceed2d0306ba6e","That would put the B-29s about 1,500 miles from Japan -- a 13-hour round-trip flight. Karnes was deluged with orders for inoculations, equipment, transfers and promotions. Karnes arrived on Tinian on May 18, 1945, as part of an advance team that flew in the five C-54 transport planes of the 509th."
"other","a","t:047e05a4bbbd7c9aa2a9a61a5b972ce09866a589","Both were smart, disciplined, quiet men who thrived on efficiency, perfection and self-reliance. Each had skills the other admired. Tibbets was a decorated, top-gun pilot, but Karnes could wrangle the military rule book as well as Tibbets could fly."
"other","a","t:71accaf1069c3493fac65cc25dda9933678150d8","This is the big mission.' Karnes and hundreds of other men from the 509th stood along the flight line as Tibbets and the Enola Gay took off at 2:45 a.m. on Aug. 6, a warm, tropical night. Three B-29s had gone ahead to check the weather at Hiroshima and two other possible bomb sites."
"over","r","t:53c19d87f4e390fc773fef3d0182f9b0f73272d2","Karnes, like the hundreds of others gathered along the flight line, was jubilant. He knew the war would soon be over and he would be heading home. A yearof secrecy and hard work wasover."
"owe","v","t:c15a2839bae233bee62ae68f8424a730dc19b181","“Thanks, Dvorov. I owe you one. Let’s go.”"
"past","a","t:fa85258c509ca6af5dda318cae61a61cf09cef72","A bleeding, eyeless thing shuddered and beat its arms against me, but I ducked around it and toward the bar. I slipped past the waving monstrosity that had blocked my view before, a mountain of wet, veined flesh, and had almost passed through the crowd when a clawed hand grabbed my arm. It was Dvorov."
"payment","n","t:a99484d6fdeefdaf40a389842c970904e1938675","What do you think the time frame is on this? And when would be the earliest that we would make the payment? Thanks, Kim"
"people","n","t:9b382fa13f32e4f74a82e0ab67f7a137be8f7c7e","As he did, his neck stretched in a strange way and I noticed several thin lines, like wrinkles, running across the sides of his neck. “Nathan,” he began in the way that people speak when they start a long and difficult explanation, “Rachel met someone last night whom it is best never to meet."
"people","n","t:c7480c12dadd766fc8a62acf251d2f7a234b0f1c","“I am glad to be out of the favor-trading scene for half a minute. It’s exhausting to talk to those people. One wrong word and you find yourself cursed with infinite earwax or something."
"people","n","t:faff6fcaee5ba05719e832b1ce29324e48da2772","“Only unsuccessfully, right?” “No, those people don’t usually leave stories.” “Oh, thanks, Nepthys, for your confidence-inspiring tales of experience."
"permitted","v","t:e55ae6cccfbd9868a9f5b19972e5b7f1eed4cd2c","Hall flies to Amman, Jordan, on Friday, where he'll spend the night before driving to Iraq. Flights are not permitted into Iraq. Hall is to return to Washington on April 22."
"person","n","t:88a4f961528e123e2fd885a55330f258a93725e5","He was slim, almost drawn, but he had a kind of … luster to him, I guess. He wasn’t a person you’d describe with normal adjectives, you know?” They nodded."
"personnel","n","t:849b00bd0d4a58aa19647c6235b5a03d0835b11c","Karnes met Tibbets when the 29-year-old bomber pilot walked into Karnes' office at Wendover Army Air Field on the Utah-Nevada border. Karnes was the personnel and classification officer. He was only a captain, but he had been left in charge at Wendover the day Tibbets surprised them by landing a B-29, a new plane no one at Wendover had seen."
"plan","n","t:0eeb22d6f8baa56781e0170d005ee7ef1461a2d9","Now can you tell me what your master plan of attack will be before we go spinning counterclockwise into an Anne Rice novel?” “My plan is that you shut up while we’re trying to conduct business with someone who might be able to tell us what we’re actually going up against. Okay?"
"plants","n","t:dc3e7ae568609d65ac2b154cd3ac20587e2933f8","Human operators are there to monitor the systems, catch errors and fine-tune the production process for maximum efficiency. Because each of the hundreds of processing machines is self-enclosed, and essentially airtight, the uniforms operators wear are less constricting than in the previous generation of chip plants, which looked like space suits. The operators at the East Fishkill factory wear light nylon uniforms, light blue shoe coverings and translucent hair nets made of paper."
"playwright","n","t:2165520579a1c442c0aeb017eb0bf63db5101dc4","So -- does he? 'Yeah, I do,' said Johnson, who has a full head of gray hair in common with the comedian-turned-playwright. 'I was stopped in San Francisco one time by a Japanese tour bus."
"pointed","v","t:ab02a0d94fc4f76758b5130f8119cc403fd92ba8","East is that way.” He pointed at the wall to our right. “Don’t let the sun fool you."
"pouch","n","t:bf18c2b1bb8dd91531c132756bc732cbbd610523","Madame Entera took me back up to the stone’s room, where Nepthys was waiting by the door. “Be careful you don’t let him touch it until you’re ready to use it,” the woman admonished Nepthys as she slipped the stone into a grey cloth pouch and handed it to him. “Thank you for doing business at our house, and I hope to see you again!”"
"precious","a","t:c146c9f42909398b6136c8b60fe4d01e02c62b83","She laughed, liquid, alluring, alarming. “Oh, precious! He has lovely manners, Nepthys, despite his poor taste in hats."
"prescription","n","t:e7475d9ed8c88e8185a778c08c7db67eb7e4115a","'Except for this small vocal minority, we have just not gotten a lot of groundswell against this from members,' says APA president Philip G. Zimbardo of Stanford University. With prescription privileges now a reality in one state, some RxP opponents concede that it may be too late. This year four states besides New Mexico -- Georgia, Hawaii, Illinois and Tennessee -- have pending legislation for psychologist prescription privileges."
"privileges","n","t:00b55a977fea1d452fe07253d3c73308c3e741d8","RxP opponents charge the APA with pushing its prescription-privileges agenda without adequately assessing support for it in the field. The 300-member SSCP is the only group within the APA to have taken a formal stance against prescription privileges. The APA has scheduled 30 minutes at its meeting in August for an RxP debate, but its leadership believes it already has an accurate sense of support for its RxP policy."
"privileges","n","t:e6ba566fb0c6dab3a7123bc8f204a4decfd8975c","With prescription privileges now a reality in one state, some RxP opponents concede that it may be too late. This year four states besides New Mexico -- Georgia, Hawaii, Illinois and Tennessee -- have pending legislation for psychologist prescription privileges. Over the past decade, 14 state legislatures have considered such laws."
"probably","r","t:2afb0a15b5b5f5f293343ae16afcf8c0f7f0f9d5","Even if you did find this vampire cat, he’d tear you apart! If he got your girl, she’s probably dead!” I shook him off and squeezed between two dancing nymphs, getting almost to the edge of the dance floor."
"problem","n","t:65c83e592e5d9fc3eb0ff0eff53a29c74b2c2b84","“Yeah, one time, man, but you were pretty fucked up. What’s your problem, kid?” The hunchbacked man came up to my stomach."
"proposed","v","t:b0541c971026da0bf3a07d00e791eae3a873930d","Comey said Tokhtakhounov had three residences in Italy: Forte dei Marmi, Rome and Milan. The complaint against Tokhtakhounov's traces his contact with figure skating to 2000, when he proposed to Gailhaguet the creation of a professional hockey team in Paris that would provide revenue for the French Skating Federation. ( Gailhaguet and Anissina are not referred to by name in an accompanying FBI agent's affidavit, but by their descriptions their identities are obvious."
"provided","v","t:4ea406c1b3779596730645c48d9f4abc2a818d8a","The United States is seeking his extradition from Italy. The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities. The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother."
"pulse","n","t:8ac9d7288cce5ef24cc73f9410e069dd0027a0c9","I heard the pulse already. We slammed against the doorway and I was laughing too, the pulse close enough to shake the doorframe and set up vibrations in my chest, Rachel in my arms because she’d used me to soften her landing. We kissed and slipped inside."
"raised","v","t:49a0a2a2c4894c9aae37b162978d48d7ab0fdbc6","His first move pulled out the dagger, almost wrenching my arms from their sockets as I held on to the box, and the second shattered the box with a crushing punch that sent me reeling backwards. I dropped the splinters and the broken second stake and raised my hammer, ready to drive the ash spike into his heart. Behind him, I saw Nepthys running between the pews."
"reached","v","t:4c2ac93502316a3231e016b4184b8b0a8ad73b25","'We have alleged no connection between this man with any officials other than with Russian federation officials,' James B. Comey, the U.S. attorney for the Southern District of New York, said at a news conference. He said that Tokhtakhounov 'reached out to a co-conspirator, somebody connected to the Russian Skating Federation, who did the legwork for him.' Maxwell Miller, Le Gougne's lawyer in Salt Lake City, said no evidence of organized crime influence came up in her suspension hearings before the ISU 'I think this situation vindicates the argument that we've made all along,' he said."
"reached","v","t:62028e6630224b5713eb19be0697d73ed062114c","Glancing back at that gleaming glare, I decided that it might be safer to follow the driver than to wait with the car. I hopped out, ran after him, and reached him just as he was knocking on the door. Someone opened it a crack, then ushered us in."
"really","r","t:0adde97837f744427f12888131fd1f152cb2c8af","“He was wearing a sort of jacket …maybe blue velvet, I couldn’t tell in the dark, but it had ruffles at the throat, things like that. He really stood out. That’s why I couldn’t understand why no-one else remembered him."
"replied","v","t:cfcd15ca2feab4f9b8a13a4d725e769534548e97","“You know I wouldn’t come to you if I could get this information another way,” said Nepthys apologetically. “Mmm,” she replied. I couldn’t tell what the thoughtful look on her face meant."
"representative","n","t:85ac3810a82746aa2e2cf133a6b2b0ac9300f3b1","At least one other congressman has visited Iraq. Energy Secretary Bill Richardson went to Baghdad in 1995 while a representative for New Mexico."
"return","v","t:37ae0994ea35c48a795d5540834893830d26c9be","Flights are not permitted into Iraq. Hall is to return to Washington on April 22. Story Filed By Cox Newspapers"
"return","n","t:1000a335b45e3875639dcb00690d944ce8a280a0","In addition to Ochoa, the Angels got minor-league catcher Sal Fasano. In return, the Brewers got backup catcher Jorge Fabregas and two players to be named later. By rule, the players to be named later cannot be players on the active major-league roster."
"right","n","t:562986303f7eae80ce352730606c0ef6da6b8339","As reinstalled in Washington, the kitchen should be as we all remember it from countless TV shows, 'right down to the toothpicks.' Child will go to the capital for the debut of the exhibit right after the Maine birthday bash. To see her kitchen -- and by extension, herself -- enshrined in the Smithsonian, she said, 'will be an odd feeling' and no doubt bring back memories."
"running","v","t:fea5371ec4c6ddce245099d4d3807e96fff59ef7","I dropped the splinters and the broken second stake and raised my hammer, ready to drive the ash spike into his heart. Behind him, I saw Nepthys running between the pews. I braced my legs against the stone floor and he was on me."
"said","v","t:fad7c6bc590d024de59c4e25871dbb5d351302e3","After the Winter Olympics, a French judge, Marie-Reine Le Gougne, was suspended by the International Skating Union for not reporting pressure she said was put on her by Didier Gailhaguet, president of the French Skating Federation, to vote for the Russian pairs team. She later recanted and said that Canadian officials had pressured her. The ISU later suspended Le Gougne and Gailhaguet for three years."
"said","v","t:2b84b6b75e85407631946e42efec5dc244fc3eba","After this, we went up a flight of stairs and past a row of doors barred on the outside. “Excuse me,” I said, ignoring Nepthys’ warning look, “but may I ask what is kept in these rooms?” The woman laughed."
"said","v","t:a14debc634dcd3be2435322dd387311d101f1473","He appears to have moved to France in 1989, according to news media reports, and is reported to have Israeli citizenship also. Comey said Tokhtakhounov had three residences in Italy: Forte dei Marmi, Rome and Milan. The complaint against Tokhtakhounov's traces his contact with figure skating to 2000, when he proposed to Gailhaguet the creation of a professional hockey team in Paris that would provide revenue for the French Skating Federation."
"said","v","t:01c49e040d11c8bf1574d62d5691d53ee4483c06","I thought that I could feel a slight itching. “They take about a quarter-pint each,” said Madame Entera, drawing out another skinny leech. “They’re quick, too."
"said","v","t:d105cc99745c321b4e8fc954a724596e3ee0c103","More shocking was the city of Hiroshima, which was on fire and bubbling like tar. 'We were all appalled,' the pilot said in his book 'The Tibbets Story.' Back on Tinian, Karnes had gone to bed."
"said","v","t:2a90921463732a1522a6960217685331b359993a","Sony Corp. completed its tender offer for Columbia Pictures Entertainment Inc., with Columbia shareholders tendering 99.3% of all common shares outstanding by the Tuesday deadline. Sony Columbia Acquisition Corp., formed for the Columbia deal, will formally take ownership of the movie studio later this month, a spokesman said. Sony is paying $27 a share, or $3.55 billion, cash and is assuming $1.4 billion of long-term debt."
"said","v","t:7ba7061f8cce6049bfc31762e16a02953da9437e","The FBI cited a vivid conversation with Anissina's mother in which Tokhtakhounov assured her that even if her daughter 'falls, we will make sure she is No. 1.' After the Winter Olympics, a French judge, Marie-Reine Le Gougne, was suspended by the International Skating Union for not reporting pressure she said was put on her by Didier Gailhaguet, president of the French Skating Federation, to vote for the Russian pairs team. She later recanted and said that Canadian officials had pressured her."
"said","v","t:72878d49459e54bd48ca3f2e6a749856b85ad6af","The Italian authorities provided the FBI with information from wiretaps of Tokhtakhounov's home telephone, part of an investigation into his criminal activities. The FBI said explicit conversations about the scheme had been recorded between Tokhtakhounov and his conspirators, and between him and Anissina, who was born in Russia and skated for France, and her mother. The FBI cited a vivid conversation with Anissina's mother in which Tokhtakhounov assured her that even if her daughter 'falls, we will make sure she is No. 1.'"
"said","v","t:69a92c4ed0e9487dd6bb044a7ab794888129d488","The new factory, which will begin normal production early next year, will employ about 1,000 people. (BEGIN OPTIONAL TRIM) In remarks during a ribbon-cutting ceremony here on Wednesday, Gov. George E. Pataki said he expected the facility to generate thousands more jobs in the Hudson Valley area for contractors and suppliers catering to the factory. He praised IBM for being 'a critical partner in our economic development efforts' in New York state."
"said","v","t:88415f57d2c66ad3a3ab6c8d64a91e5db213aaea","“It’s a long way to anywhere worth going,” he said. “Would you like some help?”"
"salad","n","t:53271f7f023bc563b3021fe124069bcdfdaf32d6","Corn vichyssoise with caviar Julia's composed near-nicoise salad Atlantic halibut with flavored butters"
"saw","v","t:813decaf067072c71e2f8a4aa3b0415cd94c9c91","Almost overnight, Wendover became a high-security base filled with off-limit areas covered in barbed wire. No one was allowed to talk about what they saw or heard, even though most of the 509th had no idea why they were there, except that 15 B-29s were being modified to carry a heavy load. Karnes and his staff read outgoing mail to make sure no secrets slipped out."
"saw","v","t:fe90d3b1d6cd44f4d095bca4794c92f5feecb8bd","“It must have been wishful thinking.” “No, I saw him! I have to hurry, too!"
"say","v","t:ed379d8c069eb706a26f13c5e78f1af8681d72fe","She shook her head, rubbing her face into the white fur and murmuring something. “What did you say?” asked Nepthys."
"says","v","t:9605ab4d29b7ac7f0036e65149c0f7ea248f965b","One way would be to speed up the flow of health supplies and other urgent commodities to the country under a U.N. humanitarian program, he said. Iraq says the United States and Britain hold up delivery of needed supplies, using their clout in the United Nations. The U.S. government says it wants to ensure that Iraq is not buying items that appear to be humanitarian in nature but that could be used for making weapons."
"see","v","t:e0fb0fb21611e3f6eee1ec1ae2e4ed1294af207c","From behind him, I could hear something that sounded like a remix of the Cure’s “A Forest”. “I’m here to see Isis. Tell her that Nepthys is here to see her.”"
"seen","v","t:75066cd9c79fdb61463212eca392171031b4b4a1","“I’ve looked into it a little, and I do think we might be dealing with one of them. Have you seen anyone like that in your club?” “Not that I can remember, man."
"sell","v","t:4e88673150772317d9480aa31ea889e51360f3a0","'I have made it a policy of mine never to serve Chilean seabass,' said Billy Hahn, executive chef at Jake's Famous Crawfish, a Portland, Ore., landmark since 1892. 'I refuse to sell it.' Chilean seabass, also known as Patagonian toothfish, came into vogue in the 1990s in U.S. restaurants and fish markets."
"sent","v","t:4482c111922e164f5189f938be654892d4be0cdd","Ochoa took Fabregas' spot in the roster, but the Angels will have to clear another spot today to make room for Bengie. Infielder Jose Nieves is likely to be sent down, but since he is out of options, he would have to clear waivers before he could join Triple-A Salt Lake. --Not expected: Fabregas, who hit .193 with no homers and eight RBI in 35 games with the Angels this season, said he was 'surprised and shocked' to get traded from a pennant contender to a team 22 games out in the NL Central."
"separate","v","t:16d59a440f185eb43dfc0c260c5324e23e2a9857","Hall, an Ohio Democrat and one of very few U.S. congressmen to visit Iraq since the 1991 Gulf War over Kuwait, is scheduled to embark Sunday the 12-hour overland trip to the Iraqi capital, Baghdad. He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to 'separate the humanitarian work from the political issues.' During his four days in Iraq, Hall said he wanted to investigate reports from relief agencies that a quarter of Iraqi children may be suffering from chronic malnutrition."
"set","n","t:cbfc588ea39a1c90717eeda478f48c27498f666b","I thought I heard Rachel’s voice blearily calling for me. Then one set of footsteps began walking toward the altar. I was content to let myself drift away, and I had almost forgotten the body lying with broken neck on the cathedral’s hard tiles when I felt a warm touch on its cheek."
"shares","n","t:1f3ab2f656ddd40c7ba260807d2f7a6ce544b56c","Sony Corp. completed its tender offer for Columbia Pictures Entertainment Inc., with Columbia shareholders tendering 99.3% of all common shares outstanding by the Tuesday deadline. Sony Columbia Acquisition Corp., formed for the Columbia deal, will formally take ownership of the movie studio later this month, a spokesman said."
"shook","v","t:2467993599079f27a26f742bb503984f8a780fc3","We left. Nepthys shook his hands at me like he wanted to wrap them around my neck. “You idiot,” he hissed, “do you know how much you’ve set us back?"
"shouted","v","t:360422dc6da25438c5e31b03dc39d9b01e506633","“Come on!” shouted Nepthys. We chased after him, Amy keeping up valiantly behind us."
"simple","a","t:2cf450b3723b78380cf5127c18975cdb385d953b","“If the tree isn’t around, the dryad isn’t around. It’s as simple as that.” That made me a little sad."
"size","n","t:f4ad4a715b9bff19816154cc915b94c638edec9f","He was searching for a remote installation to train bomber crews and support units in total secrecy. Tibbets instantly liked the isolation and vast size of Wendover and the surrounding Bonneville Salt Flats. And he immediately liked Karnes, who showed him around the base."
"skin","n","t:22ae57ac11fb354f86ce90b7ae22a5ead12f900e","THE PRODUCE BIN: Bitter melon BY KAROLA SAEKEL c. 2002 The San Francisco Chronicle SAN FRANCISCO -- A staple of Chinese and Indian cooking, these gourds (botanically, Momordica charantia) with skin like toads grow on climbing vines that can reach 12 feet. The Chinese and Indian varieties differ little in taste."
"slightly","r","t:eb45cc6560ecb33e96e75409a5287d9f948599c8","“Thank you.” Nepthys bowed slightly and we walked behind the cart. The latch opened under Nepthys’ left hand with a clack!"
"slithering","v","t:4c58420703fe93e23cc95b20ba39714c88e1075a","“Nepthys!” said the woman, slithering up across the furs to sit up. As she rose, her robes fell open and I realized that, except for what looked like a red silk kimono, she was naked – naked and stunning."
"small","a","t:26fa3c24c735ca5555ed02279d60b0302634a6b5","A moment later, he opened them again and stepped aside to let us in. Nepthys walked straight past him and I tried to keep up, taking Amy’s small hand so that she wouldn’t lag behind. I shivered as I walked past the pale man’s blank eyes, wondering what they were staring at."
"small","a","t:98deae87e80b58a1ca91261efe19f59d9c368acb","Its only light came from a dying candle on the desk whose spark etched shadows in the roughly planked walls. On the bed was a small, ratty man. I smelled matted hair and cedar chips."
"soaring","v","t:d8358848801a6271c844e6d5dda4375ed71b1387","I pulled out the hammer and one of the stakes. He leapt over the pews, soaring like a grasshopper, and drew a gleaming knife in midair. I dodged, but he tossed it, and I held the box in front of my face."
"society","n","t:84344cce77f0bb7db9bc51edda1d05683e88ec88","Except it’s worse here because they have centuries to grow disaffected and flirt with exciting and dangerous elements of society’s lowest rungs. Some of them actually commit to this society, though. There’s an amazing DJ who’s an elf."
"something","n","t:f4c0b18c380120bbe6ca0ad554722b2fc559fc14","I shouted, hardly able to hear myself. Nepthys was saying something that looked like, “I have no idea!” but I couldn’t hear him."
"something","n","t:ef6b565a60ce7c028732c51722bfcf7e3ba3d1d4","It’s exhausting to talk to those people. One wrong word and you find yourself cursed with infinite earwax or something. So what else do you want to know, Nathan?”"
"sought","v","t:43f246ee20109671462eb80a66b92d1afc060d7d","In return, Gailhaguet told the FBI on Feb. 23 as the Olympics were taking place, Tokhtakhounov asked for Gailhaguet's help in renewing his French visa, which was about to expire. But when Gailhaguet sought guidance from a French government official, he was told that ' Tokhtakhounov's money is bad,' the affidavit said. The federal complaint offers many details of the alleged conspiracy, including excerpts from a transcript of the Italian wiretaps."
"staff","n","t:2d577d7dae6be7b53ef6cfc9233589e704318162","'I do it as somebody who has a conscience and is caring.' JL END COLE (Michelle Cole is a staff writer for The Oregonian of Portland, Ore. She can be contacted at michellecole(at)news.oregonian.com.)"
"stands","n","t:3f54751ad7d7de65a88db4a3cd1e02e2b16e9e3f","We slipped through the door and came out, not inside the building, but on a busy street in a completely different part of town. The sky, cupping over squat buildings, was less yellow here, and stands were set up everywhere the way I’d picture a market in the Middle East. Nepthys took us immediately to the right, where he led us to a cart filled with herbs."
"start","v","t:bdae4a0f34a3037d1b8ea8f1df44ad06befa4555","“Now, how can I help the elegantly mannered friend of my Nepthys and his surprising young charge? I hope I can start by offering some wine.” Nepthys poured out wine for three of us."
"starting","v","t:e383e652f8ccc25d422459baf3e569f66d781158","In Ochoa, 30, the Angels get an experienced major-league outfielder who is hitting .256 with six homers and 21 RBI this season. Ochoa has played in the majors for five different teams starting in 1995. His best season came in 2000 with the Reds, when he hit .316 with 13 homers and 56 RBI."
"state","n","t:6b13ab924741bb79f1938d872f35cbd73f1eebeb","This year four states besides New Mexico -- Georgia, Hawaii, Illinois and Tennessee -- have pending legislation for psychologist prescription privileges. Over the past decade, 14 state legislatures have considered such laws. Between 1991 and 1997, a U.S. Department of Defense psychopharmacology demonstration project involving two to four years' training produced 10 military psychologists who can write prescriptions."
"stone","n","t:5dffb49525d90952b46a2367fb36155fb4741ebe","He thought about it, then handed me the pouch. I undid the strings and let the pouch sit on my palm so that I could see the stone inside. It looked like a normal river stone, a gray oval with a white stripe through it."
"stone","n","t:c1d92f90fd1ba1541242ee4645f7bd947afb8981","The panes looked dyed black, and only a few cold beams slipped through the filter. Footsteps echoed through the stone chamber, and the sound reflected back to me from everywhere. I couldn’t tell how many people were running, much less where they were."
"stone","n","t:f39439052001e1c62b86d400701c8f2cac3ed88e","“Marvelous!” cried the woman. “One half-pint of human blood, willingly given, and his fine head of hair for the stone.” She took us downstairs to a small room behind a red silk draping."
"stood","v","t:ac7284cb92487bdc415b686f20c0ba7961b826d9","Amy smiled at me and let go of my arm, but not before she brought my fingers to her lips and gave them one soft kiss. I stood up and Amy stood with me. “So …back to our garlicky friend?”"
"stood","v","t:7874dde48714f86461c006ff9a9b60b546dfbb22","“One of these will lead you out.” I stood, and one of her servants took me and Amy to the door. I looked back to see Nepthys whispering something to her."
"story","n","t:c54e19a029cb29fa49dc0c33597f270e15cac86e","Karnes has never spoken publicly about his role as Tibbets' right-hand administrative aide. He never even told his story to students in his 40 years of teaching college. War is hell, he says, and when it was over, he wanted to come home and rejoin his young family and not dwell on it."
"straightforward","a","t:5c13c9c4e59f3fee229c0bde4eb503da006000b1","Francis Ford Coppola, film director: 'I think she's a fascinating woman, and I enjoy very much watching her shows with Jacques Pepin.' Harry Denton, San Francisco nightclub owner: 'My favorite thing about her is her straightforward honesty and that her favorite food is butter. I love butter, too.'"
"street","n","t:c733a5919c90f973593944e97ba4760026ff7904","I am here now because you called for help, and no-one else would answer.” He turned onto the next street and shifted up. “I will help you find your Rachel."
"strong","a","t:3ceb6f350aca68c9e65470a6f4f4a3c3d33279d2","The factory will produce a wide range of specialized semiconductors used in everything from the largest mainframe computers to cell phones and video-game consoles. The new plant is part of IBM's push to gain a strong lead in chip-making beyond the personal computer business, where Intel and East Asian chip producers hold the advantage. 'The core of our strategy is to lead in technology and attack the high-performance segments of the market,' said John Kelly, senior vice president in charge of IBM's technology group."
"sure","a","t:cd6ca63d0f00897f4cf0eeda54cc6dfb3711d012","I have completed the invoices for April, May and June and we owe Pasadena each month for a total of $3,615,910.62. I am waiting to hear back from Patti on May and June to make sure they are okay with her. Do you want me to pay Pasadena on Friday for these months or do you want me to hold off until I finish July and August?"
"suspended","v","t:21888ea1539dd75044f87a61752b84274dd60c7a","The federal complaint offers many details of the alleged conspiracy, including excerpts from a transcript of the Italian wiretaps. later suspended Le Gougne and Gailhaguet for three years. The federal complaint did not describe the possibility of a wider conspiracy or any contact between Tokhtakhounov, or his unnamed co-conspirators, with Le Gougne."
"swear","v","t:a53c9666e96ed96741ba321e334e25a91fb549c3","'I was stopped in San Francisco one time by a Japanese tour bus. I swear. They all thought I was Steve Martin."
"sworn","v","t:97fc6b6d21592dfdd4887879440c62c25f3a0e28","“It is. I would have sworn to you that he was dead. He should be."
"take","v","t:fc6131145de96c26c85d58f0020a44183713a896","I noticed that the wrinkles on his neck expanded as he breathed and realized that they were gills. “We interact with humans, take advantage of them, grant them boons, sometimes even become their friends, but the majority of both societies have little or no interaction. At this point, we have removed ourselves so fully from quotidian human existence that we are understood to be fictional."
"tame","a","t:60e30f2ab946e0a16ecd4a2b91f0775239f08e3a","Generally, they are halved lengthwise, the seeds and fibrous pulp removed and the flesh sliced into crescents. They are frequently blanched or salted and left to macerate for up to an hour, then rinsed and patted dry to tame the bitterness. Chinese hot-and-sour soup made with egg white and crabmeat often includes bitter melon."
"taught","v","t:b38a6d3bfe28181a274d91d75cfefe245c73b47a","War is hell, he says, and when it was over, he wanted to come home and rejoin his young family and not dwell on it. He earned a doctorate in history from Stanford University and taught Latin American history at Tulane University and Arizona State University. Next week marks the 57th anniversary of the atomic bombings."
"tensed","a","t:4254b25b0e6ef4576fe76c36f68aa9122f340c32","She didn’t shed a bead of sweat, and I didn’t even see her draw a breath, but the glow around her hands shuddered like a stubborn candleflame. Then her fingers tensed and her arms began to shake. The blood in her palms, still filling up, began to ripple."
"then","r","t:2b6124bf4054f00a568d6746213020981f12b40d","As I got older, I shook the tales off with a nod and a 'Yes, Nana.' I got older and went to school, then to college, and I replaced the dreams my Nana gave me with the music DJs mixed for crowds in clubs, webs of pulse that shook us until we could believe anything. My girlfriend Rachel and I would go to the clubs near our school."
"then","r","t:2ff688d600ac9b1013928150fec57d3e2ca94af1","Try to keep in time with me.” We spun around three times, and then something flashed across Nepthys’ hand and he shook a spray of blood onto the dust. The blood flashed into flames as soon as it hit the ground, and I jumped back."
"thin","a","t:05234a945e276867a862b555cbe8779a1d675b70","Leaning from the rough-hewn window of one building on our right was something with long, green hair draped across the seven gangly arms hanging from its windowsill. Thirty-five thin fingers waved lazily like seaweed. I noticed when my back hit the wall that I was walking backwards."
"things","n","t:6cbf065b8673cb90a727abf7255e3133a39f39d0","His skin was brown and stretched, like some diseased sapling’s bark. It pulled back around his fingertips, which bore things that might have been nails or claws. When he grinned, I saw that his teeth were sharp and small, like a hunting cat’s."
"things","n","t:2a387429408205c1a56ee16409e26d78c6c21fbf","Nathan’s Bylichka Dedicated to Neil Gaiman, Radiohead and Black Sabbath Strange things have always happened to my family. It came in through my mother's blood; my Russian grandmother would always tell me stories, bylichkas, of ancestors with the 'second sight', stupid mill owners who discovered bags of gold after letting a special fish off their hooks, and dark strangers who used to appear to help or interfere at crucial times."
"think","v","t:71992ec165ae2faf322ad592c0559ffa10d8e1e0","Lets wait and try to offset the amount we owe them with what they owe us - so I say wait until you get July and August done. What do you think the time frame is on this? And when would be the earliest that we would make the payment?"
"think","v","t:5684fc76e123016342f1647ce55dd13f80cfc178","Nepthys turned to me. “Well, kid, what do you think? Remember, this is your quest."
"thought","v","t:56e6c3feb16d411151b12293d8d088d28339ddc8","The cold thing stretched and cast around with its sucker-mouth until it found the soft spot inside my elbow, where it softly sucked on and began to work its way under my skin. I thought that I could feel a slight itching. “They take about a quarter-pint each,” said Madame Entera, drawing out another skinny leech."
"thought","v","t:1684eb8a2e083ed9885224cbfce2420b935a15f1","Tibbets hated paperwork. Karnes thought it was a breeze. They were a wartime match that changed the world."
